text,category,alias,verdict,gain,heard_without_dict,heard_with_dict,sentence,judge_reason,stored_verdict,stt_model
melena,clinical,muh-LEE-na,WASH,-0.091,The patient was diagnosed with Melena.,The patient was diagnosed with Molina.,The patient was diagnosed with melena.,"Both transcripts mispronounce the term (""Melena"" vs ""Molina""), and neither correctly recovers the target pronunciation ""melena.""",HURTS,
hematochezia,clinical,hee-ma-toh-KEE-zee-a,WASH,-0.066,The patient was diagnosed with hematochesia.,The patient was diagnosed with hematocasia.,The patient was diagnosed with hematochezia.,"Both transcripts are wrong and neither recovers the correct term ""hematochezia""; the dictionary version (""hematocasia"") is arguably worse than the baseline (""hematochesia"").",HURTS,
choledocholithiasis,clinical,ko-led-oh-ko-lih-THIGH-a-sis,WASH,-0.036,The patient was diagnosed with colitocolithiasis.,The patient was diagnosed with Co-LED O-Coli Chichesis.,The patient was diagnosed with choledocholithiasis.,"Both transcripts fail to recover the target term clearly; the dictionary version is fragmented and arguably worse, but neither is correct.",HURTS,
cholelithiasis,clinical,ko-luh-lih-THIGH-a-sis,HURTS,-0.154,The patient was diagnosed with cholelithiasis.,The patient was diagnosed with Colulay Ichichesis.,The patient was diagnosed with cholelithiasis.,"The without-dictionary transcript correctly rendered ""cholelithiasis,"" while the with-dictionary transcript garbled it into ""Colulay Ichichesis.""",HURTS,
nephrolithiasis,clinical,nef-ro-lih-THIGH-a-sis,HURTS,-0.115,The patient was diagnosed with nephrolithiasis.,The patient was diagnosed with nephroly chichesis.,The patient was diagnosed with nephrolithiasis.,,WASH,
sialadenitis,clinical,sigh-al-a-deh-NYE-tis,WASH,0.021,The patient was diagnosed with psiladenitis.,The patient was diagnosed with scioladenyitis.,The patient was diagnosed with sialadenitis.,"Both transcripts are garbled and neither recovers the target term ""sialadenitis""; the dictionary version is arguably worse with ""scioladenyitis.""",HELPS,
nephritis,clinical,neh-FRY-tis,WASH,-0.027,The patient was diagnosed with nephritis.,The patient was diagnosed with nay ephoritis.,The patient was diagnosed with nephritis.,"Both attempts are imperfect; the dictionary version (""nay ephoritis"") is actually worse/more garbled than the clean ""nephritis"" without it.",HURTS,
nephrosis,clinical,neh-FROH-sis,HURTS,-0.105,The patient was diagnosed with nephrosis.,The patient was diagnosed with nay FROH cysts.,The patient was diagnosed with nephrosis.,"The without-dictionary transcript correctly rendered ""nephrosis,"" while the with-dictionary transcript garbled it into ""nay FROH cysts.""",HURTS,
glomerulonephritis,clinical,gloh-mer-yoo-loh-neh-FRY-tis,WASH,0.044,The patient was diagnosed with glomerulone ephrodus.,The patient was diagnosed with glomerulonea epharytis.,The patient was diagnosed with glomerulonephritis.,"Both transcripts garble the term similarly; neither recovers ""glomerulonephritis"" correctly, and the dictionary version is not meaningfully closer to the target.",HURTS,
pyelonephritis,clinical,pye-eh-loh-neh-FRY-tis,WASH,-0.028,The patient was diagnosed with pilonephritis.,The patient was diagnosed with pylonea ephoritis.,The patient was diagnosed with pyelonephritis.,"Both transcripts fail to clearly produce ""pyelonephritis""; the dictionary version is arguably worse with fragmentation (""pylonea ephoritis""), so no meaningful improvement.",WASH,
cystitis,clinical,sis-TYE-tis,WASH,-0.013,The patient was diagnosed with cystitis.,The patient was diagnosed with cystoyitis.,The patient was diagnosed with cystitis.,"Both transcripts are close to the target, but the dictionary version ""cystoyitis"" is actually slightly worse than the clean ""cystitis"" without the dictionary.",HURTS,
urethritis,clinical,yoo-reh-THRY-tis,HURTS,-0.192,The patient was diagnosed with urethritis.,The patient was diagnosed with U-Ray CHUs.,The patient was diagnosed with urethritis.,"The without-dictionary transcript correctly rendered ""urethritis,"" while the with-dictionary transcript garbled it into ""U-Ray CHUs.""",HURTS,
ureterolithiasis,clinical,yoo-REH-ter-oh-lih-THY-ah-sis,HURTS,-0.24,The patient was diagnosed with ureterolithiasis.,The patient was diagnosed with U-reached-her-olai-ichi-h-sys.,The patient was diagnosed with ureterolithiasis.,"Without the dictionary, the term was correctly rendered as ""ureterolithiasis,"" but with the dictionary it became a garbled phonetic breakdown ""U-reached-her-olai-ichi-h-sys.""",HURTS,
hydronephrosis,clinical,HY-droh-neh-FROH-sis,HURTS,-0.133,The patient was diagnosed with hydronephrosis.,The patient was diagnosed with HY-dronee-FRO-CH-SYS.,The patient was diagnosed with hydronephrosis.,"The without-dictionary transcript correctly rendered ""hydronephrosis,"" while the with-dictionary transcript produced a garbled phonetic spelling ""HY-dronee-FRO-CH-SYS"" that fails to recover the correct term.",WASH,
oliguria,clinical,oh-lih-GYOO-ree-ah,HURTS,-0.137,The patient was diagnosed with oliguria.,The patient was diagnosed with OLA-GYO-REA.,The patient was diagnosed with oliguria.,"The without-dictionary transcript correctly rendered ""oliguria,"" while the with-dictionary transcript mangled it into ""OLA-GYO-REA.""",HURTS,
anuria,clinical,an-YOO-ree-ah,WASH,-0.051,The patient was diagnosed with anuria.,"The patient was diagnosed with an urea,",The patient was diagnosed with anuria.,"Both transcripts fail to clearly capture ""anuria"" — the without-dictionary version has it correct as a word but the with-dictionary version splits it into ""an urea,"" so neither is a clear win, though the without-dictionary is arguably better.",HURTS,
hematuria,clinical,HEE-mah-TOO-ree-ah,WASH,0.0,The patient was diagnosed with hematuria.,"The patient was diagnosed with hematuria,",The patient was diagnosed with hematuria.,"Both transcripts contain the correct term ""hematuria"" with no meaningful difference.",HURTS,
proteinuria,clinical,PROH-tee-NYOO-ree-ah,WASH,0.014,The patient was diagnosed with progenyria.,The patient was diagnosed with PR-Ocetenioria.,The patient was diagnosed with proteinuria.,"Both transcripts are wrong and neither resembles ""proteinuria""; the dictionary version is arguably more garbled.",HURTS,distil-whisper/distil-large-v2
dysuria,clinical,dis-YOO-ree-ah,WASH,-0.054,The patient was diagnosed with dysuria.,The patient was diagnosed with dysphoria.,The patient was diagnosed with dysuria.,"Both transcripts are close but neither matches the target ""dysuria"" exactly; the dictionary version produced ""dysphoria"" which is a different (incorrect) word, so it didn't help and arguably hurt slightly, but the without-dictionary version also wasn't perfect.",HURTS,
incontinence,clinical,in-KON-tih-nens,WASH,0.0,The patient was diagnosed with incontinence.,The patient was diagnosed with incontinence.,The patient was diagnosed with incontinence.,"Both transcripts already correctly rendered ""incontinence,"" so the dictionary entry produced no change.",HURTS,
retention,clinical,ree-TEN-shun,WASH,-0.046,The patient was diagnosed with retention.,The patient was diagnosed with re-tension.,The patient was diagnosed with retention.,"Both transcripts are imperfect; the dictionary version ""re-tension"" is arguably worse than the original ""retention,"" and neither clearly recovers the target term better.",WASH,
azoospermia,clinical,AY-zoh-oh-SPER-mee-ah,WASH,0.024,The patient was diagnosed with Azuspermia.,The patient was diagnosed with AYZOOSparmia.,The patient was diagnosed with azoospermia.,"Both transcripts are garbled and neither clearly recovers ""azoospermia""; the dictionary version is slightly closer but still wrong.",HURTS,
oligospermia,clinical,OH-lih-goh-SPER-mee-ah,WASH,-0.049,The patient was diagnosed with oligospermia.,The patient was diagnosed with OH-Logospermia.,The patient was diagnosed with oligospermia.,"Both transcripts fail to cleanly produce ""oligospermia"" — the without-dictionary version is closer to the target, while the with-dictionary version introduces an erroneous ""OH-Logo"" prefix, so the dictionary did not help.",HURTS,
encephalopathy,clinical,en-SEH-fah-LOP-ah-thee,HURTS,-0.186,The patient was diagnosed with encephalopathy.,"The patient was diagnosed with NSEH-Fallop,",The patient was diagnosed with encephalopathy.,"Without dictionary the term was correctly rendered as ""encephalopathy,"" while with dictionary it became garbled as ""NSEH-Fallop.""",HURTS,
encephalitis,clinical,en-SEH-fah-LY-tis,HURTS,-0.113,The patient was diagnosed with encephalitis.,The patient was diagnosed with NSEH pholytis.,The patient was diagnosed with encephalitis.,"The without-dictionary transcript correctly rendered ""encephalitis,"" while the with-dictionary transcript garbled it into ""NSEH pholytis.""",WASH,
meningitis,clinical,MEH-nin-JY-tis,WASH,-0.189,The patient was diagnosed with meningitis.,The patient was diagnosed with MEH9JYtis.,The patient was diagnosed with meningitis.,"Both transcripts fail to clearly render ""meningitis"" correctly; the without-dictionary version is recognizable while the with-dictionary version is garbled, but neither is a clear win.",WASH,
myelitis,clinical,MY-eh-LY-tis,WASH,0.0,The patient was diagnosed with myelitis.,The patient was diagnosed with myelitis.,The patient was diagnosed with myelitis.,"Both transcripts are identical and correctly include the term ""myelitis,"" so the dictionary made no difference.",HURTS,
neuropathy,clinical,nyoo-ROP-ah-thee,WASH,0.0,The patient was diagnosed with neuropathy.,The patient was diagnosed with neuropathy.,The patient was diagnosed with neuropathy.,"Both transcripts already correctly produced ""neuropathy"" with no difference.",HURTS,
radiculopathy,clinical,rah-DIK-yoo-LOP-ah-thee,HURTS,-0.093,The patient was diagnosed with radiculopathy.,The patient was diagnosed with Ra-Dyke-U-Lopathy.,The patient was diagnosed with radiculopathy.,"The without-dictionary transcript correctly produced ""radiculopathy,"" while the with-dictionary transcript garbled it into ""Ra-Dyke-U-Lopathy.""",HURTS,
myelopathy,clinical,MY-eh-LOP-ah-thee,HURTS,-0.051,The patient was diagnosed with myelopathy.,The patient was diagnosed with M.Y. Lopathy.,The patient was diagnosed with myelopathy.,"The without-dictionary transcript correctly rendered ""myelopathy,"" while the with-dictionary transcript fragmented it into ""M.Y. Lopathy,"" making it worse.",HURTS,distil-whisper/distil-large-v2
ataxia,clinical,ah-TAK-see-ah,WASH,-0.006,The patient was diagnosed with ataxia.,The patient was diagnosed with a taxia.,The patient was diagnosed with ataxia.,"judge call failed: <urlopen error [Errno 8] nodename nor servname provided, or not known>",WASH,
dysarthria,clinical,dis-AR-three-ah,WASH,0.0,The patient was diagnosed with dysarthria.,The patient was diagnosed with dysarthria.,The patient was diagnosed with dysarthria.,"Both transcripts already correctly produced ""dysarthria,"" so the dictionary entry provided no additional benefit.",HURTS,
aphasia,clinical,ah-FAY-zhah,WASH,-0.006,The patient was diagnosed with aphasia.,The patient was diagnosed with aephasia.,The patient was diagnosed with aphasia.,"Both transcripts are essentially the same; the dictionary version adds a stray ""e"" but the term is still recognizable in both, with negligible similarity difference.",HURTS,distil-whisper/distil-large-v2
apraxia,clinical,ah-PRAK-see-ah,WASH,0.0,The patient was diagnosed with apraxia.,The patient was diagnosed with apraxia.,The patient was diagnosed with apraxia.,"Both transcripts are identical and correctly render the term ""apraxia,"" so the dictionary made no difference.",HURTS,distil-whisper/distil-large-v2
agnosia,clinical,ag-NOH-zhah,HURTS,-0.019,The patient was diagnosed with agnosia.,The patient was diagnosed with agno-aecia.,The patient was diagnosed with agnosia.,"The without-dictionary transcript correctly produced ""agnosia,"" while the with-dictionary transcript mangled it into ""agno-aecia.""",HELPS,distil-whisper/distil-large-v2
anomia,clinical,ah-NOH-mee-ah,HURTS,-0.028,The patient was diagnosed with anomia.,The patient was diagnosed with Anno H. Mia.,The patient was diagnosed with anomia.,"The without-dictionary transcript correctly rendered ""anomia,"" while the with-dictionary transcript garbled it into ""Anno H. Mia.""",HURTS,distil-whisper/distil-large-v2
dysphagia,clinical,dis-FAY-jah,HURTS,-0.143,The patient was diagnosed with dysphagia.,The patient was diagnosed with disfa.,The patient was diagnosed with dysphagia.,"The without-dictionary transcript correctly captured ""dysphagia,"" while the with-dictionary transcript truncated it to ""disfa,"" making it worse.",WASH,distil-whisper/distil-large-v2
